Timestamp,Transaction_ID,Voltage,Current_Import,Power_Import,SoC,Label
2025-12-14 16:40:39.547338,1,400.0,16.333,6.533,20.11,1
2025-12-14 16:40:40.559713,1,400.0,9.257,3.703,20.11,1
2025-12-14 16:40:41.576409,1,400.0,18.246,7.298,20.11,1
2025-12-14 16:40:42.596681,1,400.0,25.621,10.248,20.12,1
2025-12-14 16:40:43.621803,1,400.0,17.963,7.185,20.12,1
2025-12-14 16:40:44.635684,1,400.0,10.224,4.089,20.12,1
2025-12-14 16:40:45.650303,1,400.0,17.111,6.845,20.13,1
2025-12-14 16:40:46.670807,1,400.0,24.445,9.778,20.13,1
2025-12-14 16:40:47.684794,1,400.0,17.436,6.974,20.14,1
2025-12-14 16:40:48.715523,1,400.0,9.135,3.654,20.14,1
2025-12-14 16:40:49.727966,1,400.0,17.55,7.02,20.14,1
2025-12-14 16:40:50.758497,1,400.0,24.556,9.822,20.14,1
2025-12-14 16:40:51.773470,1,400.0,17.053,6.821,20.15,1
2025-12-14 16:40:52.791346,1,400.0,10.66,4.264,20.15,1
2025-12-14 16:40:53.808765,1,400.0,17.108,6.843,20.15,1
2025-12-14 16:40:54.821350,1,400.0,24.653,9.861,20.16,1
2025-12-14 16:40:55.838279,1,400.0,17.563,7.025,20.16,1
2025-12-14 16:40:56.853945,1,400.0,8.886,3.554,20.16,1
2025-12-14 16:40:57.890186,1,400.0,18.006,7.202,20.17,1
2025-12-14 16:40:58.903172,1,400.0,24.299,9.72,20.17,1
2025-12-14 16:40:59.923627,1,400.0,17.938,7.175,20.17,1
2025-12-14 16:41:00.933600,1,400.0,10.183,4.073,20.18,1
2025-12-14 16:41:01.951540,1,400.0,17.326,6.931,20.18,1
2025-12-14 16:41:02.962385,1,400.0,24.516,9.806,20.18,1
2025-12-14 16:41:03.995595,1,400.0,17.174,6.87,20.19,1
2025-12-14 16:41:05.011359,1,400.0,9.505,3.802,20.19,1
2025-12-14 16:41:06.029919,1,400.0,17.594,7.038,20.19,1
2025-12-14 16:41:07.050441,1,400.0,25.093,10.037,20.2,1
2025-12-14 16:41:08.080655,1,400.0,17.58,7.032,20.2,1
2025-12-14 16:41:09.093695,1,400.0,9.797,3.919,20.2,1
2025-12-14 16:41:10.109618,1,400.0,16.948,6.779,20.2,1
2025-12-14 16:41:11.131926,1,400.0,24.548,9.819,20.21,1
2025-12-14 16:41:12.171150,1,400.0,16.699,6.68,20.21,1
2025-12-14 16:41:13.187749,1,400.0,9.202,3.681,20.21,1
2025-12-14 16:41:14.204074,1,400.0,17.981,7.192,20.22,1
2025-12-14 16:41:15.216354,1,400.0,24.911,9.964,20.22,1
2025-12-14 16:41:16.233412,1,400.0,17.066,6.826,20.22,1
2025-12-14 16:41:17.251519,1,400.0,9.434,3.774,20.23,1
2025-12-14 16:41:18.265785,1,400.0,18.023,7.209,20.23,1
2025-12-14 16:41:19.275597,1,400.0,24.83,9.932,20.23,1
2025-12-14 16:41:20.296298,1,400.0,18.125,7.25,20.24,1
2025-12-14 16:41:21.311373,1,400.0,9.631,3.852,20.24,1
2025-12-14 16:41:22.326035,1,400.0,16.29,6.516,20.24,1
2025-12-14 16:41:23.337203,1,400.0,25.002,10.001,20.25,1
2025-12-14 16:41:24.359820,1,400.0,17.555,7.022,20.25,1
2025-12-14 16:41:25.390452,1,400.0,10.228,4.091,20.25,1
2025-12-14 16:41:26.406340,1,400.0,16.55,6.62,20.26,1
2025-12-14 16:41:27.421787,1,400.0,25.688,10.275,20.26,1
2025-12-14 16:41:28.452040,1,400.0,18.232,7.293,20.26,1
2025-12-14 16:41:29.468934,1,400.0,8.818,3.527,20.27,1
2025-12-14 16:41:30.483406,1,400.0,17.5,7.0,20.27,1
2025-12-14 16:41:31.514581,1,400.0,24.048,9.619,20.27,1
2025-12-14 16:41:32.531194,1,400.0,16.604,6.642,20.28,1
2025-12-14 16:41:33.547220,1,400.0,10.157,4.063,20.28,1
2025-12-14 16:41:34.570887,1,400.0,17.81,7.124,20.28,1
2025-12-14 16:41:35.595373,1,400.0,24.705,9.882,20.29,1
2025-12-14 16:41:36.613487,1,400.0,18.23,7.292,20.29,1
2025-12-14 16:41:37.630391,1,400.0,9.286,3.715,20.29,1
2025-12-14 16:41:38.645758,1,400.0,16.622,6.649,20.29,1
2025-12-14 16:41:39.687699,1,400.0,24.981,9.992,20.3,1
2025-12-14 16:41:40.701776,1,400.0,16.829,6.732,20.3,1
2025-12-14 16:41:41.720958,1,400.0,10.365,4.146,20.3,1
2025-12-14 16:41:42.737824,1,400.0,16.807,6.723,20.31,1
2025-12-14 16:41:43.751165,1,400.0,24.924,9.97,20.31,1
2025-12-14 16:41:44.769826,1,400.0,16.945,6.778,20.31,1
2025-12-14 16:41:45.786830,1,400.0,9.408,3.763,20.32,1
2025-12-14 16:41:46.813312,1,400.0,16.667,6.667,20.32,1
2025-12-14 16:41:47.835233,1,400.0,24.861,9.944,20.32,1
2025-12-14 16:41:48.850289,1,400.0,16.369,6.547,20.33,1
2025-12-14 16:41:49.880023,1,400.0,9.79,3.916,20.33,1
2025-12-14 16:41:50.897124,1,400.0,17.083,6.833,20.33,1
2025-12-14 16:41:51.918370,1,400.0,23.846,9.538,20.34,1
2025-12-14 16:41:52.933032,1,400.0,17.094,6.837,20.34,1
2025-12-14 16:41:53.952394,1,400.0,10.744,4.298,20.34,1
2025-12-14 16:41:54.966132,1,400.0,16.402,6.561,20.34,1
2025-12-14 16:41:55.983439,1,400.0,24.586,9.834,20.35,1
2025-12-14 16:41:56.999635,1,400.0,17.276,6.911,20.35,1
2025-12-14 16:41:58.017202,1,400.0,9.623,3.849,20.35,1
2025-12-14 16:41:59.031001,1,400.0,17.052,6.821,20.36,1
2025-12-14 16:42:00.040849,1,400.0,25.239,10.096,20.36,1
2025-12-14 16:42:01.057791,1,400.0,18.123,7.249,20.37,1
2025-12-14 16:42:02.082800,1,400.0,9.281,3.712,20.37,1
2025-12-14 16:42:03.105019,1,400.0,16.724,6.69,20.37,1
2025-12-14 16:42:04.119502,1,400.0,23.946,9.579,20.37,1
2025-12-14 16:42:05.134619,1,400.0,16.504,6.602,20.38,1
2025-12-14 16:42:06.150557,1,400.0,10.388,4.155,20.38,1
2025-12-14 16:42:07.171933,1,400.0,17.125,6.85,20.38,1
2025-12-14 16:42:08.181598,1,400.0,25.052,10.021,20.39,1
2025-12-14 16:42:09.199195,1,400.0,17.531,7.013,20.39,1
2025-12-14 16:42:10.212929,1,400.0,9.579,3.832,20.39,1
2025-12-14 16:42:11.233493,1,400.0,16.556,6.622,20.4,1
2025-12-14 16:42:12.244367,1,400.0,24.502,9.801,20.4,1
2025-12-14 16:42:13.275777,1,400.0,17.815,7.126,20.4,1
2025-12-14 16:42:14.297229,1,400.0,10.338,4.135,20.4,1
2025-12-14 16:42:15.313266,1,400.0,17.84,7.136,20.41,1
2025-12-14 16:42:16.328630,1,400.0,24.9,9.96,20.41,1
2025-12-14 16:42:17.348486,1,400.0,17.48,6.992,20.42,1
2025-12-14 16:42:18.366078,1,400.0,9.1,3.64,20.42,1
2025-12-14 16:42:19.378119,1,400.0,18.176,7.27,20.42,1
2025-12-14 16:42:20.406174,1,400.0,23.838,9.535,20.43,1
2025-12-14 16:42:21.422715,1,400.0,17.713,7.085,20.43,1
2025-12-14 16:42:22.450052,1,400.0,8.823,3.529,20.43,1
2025-12-14 16:42:23.475607,1,400.0,17.274,6.91,20.43,1
2025-12-14 16:42:24.489298,1,400.0,24.213,9.685,20.44,1
2025-12-14 16:42:25.520398,1,400.0,17.068,6.827,20.44,1
2025-12-14 16:42:26.547322,1,400.0,9.859,3.943,20.44,1
2025-12-14 16:42:27.562238,1,400.0,17.459,6.984,20.45,1
2025-12-14 16:42:28.586000,1,400.0,24.527,9.811,20.45,1
2025-12-14 16:42:29.604936,1,400.0,18.02,7.208,20.45,1
2025-12-14 16:42:30.623107,1,400.0,10.383,4.153,20.46,1
2025-12-14 16:42:31.642590,1,400.0,17.284,6.914,20.46,1
2025-12-14 16:42:32.661415,1,400.0,25.006,10.002,20.46,1
2025-12-14 16:42:33.673046,1,400.0,16.772,6.709,20.47,1
2025-12-14 16:42:34.681744,1,400.0,9.376,3.75,20.47,1
2025-12-14 16:42:35.703721,1,400.0,16.902,6.761,20.47,1
2025-12-14 16:42:36.713474,1,400.0,25.519,10.208,20.48,1
2025-12-14 16:42:37.735130,1,400.0,18.104,7.241,20.48,1
2025-12-14 16:42:38.759063,1,400.0,10.728,4.291,20.48,1
2025-12-14 16:42:39.780313,1,400.0,16.347,6.539,20.49,1
2025-12-14 16:42:40.797363,1,400.0,25.166,10.066,20.49,1
2025-12-14 16:42:41.815743,1,400.0,16.286,6.514,20.49,1
2025-12-14 16:42:42.842922,1,400.0,9.051,3.62,20.49,1
2025-12-14 16:42:43.860208,1,400.0,17.553,7.021,20.5,1
2025-12-14 16:42:44.889790,1,400.0,24.628,9.851,20.5,1
2025-12-14 16:42:45.905788,1,400.0,16.37,6.548,20.51,1
2025-12-14 16:42:46.923688,1,400.0,10.125,4.05,20.51,1
2025-12-14 16:42:47.938784,1,400.0,16.884,6.753,20.51,1
2025-12-14 16:42:48.953734,1,400.0,25.312,10.125,20.51,1
2025-12-14 16:42:49.968255,1,400.0,17.764,7.106,20.52,1
2025-12-14 16:42:50.984036,1,400.0,9.794,3.918,20.52,1
2025-12-14 16:42:52.002401,1,400.0,17.408,6.963,20.52,1
2025-12-14 16:42:53.032709,1,400.0,24.907,9.963,20.53,1
2025-12-14 16:42:54.043379,1,400.0,17.61,7.044,20.53,1
2025-12-14 16:42:55.061763,1,400.0,9.088,3.635,20.53,1
2025-12-14 16:42:56.074604,1,400.0,17.633,7.053,20.54,1
2025-12-14 16:42:57.095393,1,400.0,25.611,10.245,20.54,1
2025-12-14 16:42:58.112025,1,400.0,17.215,6.886,20.54,1
2025-12-14 16:42:59.134117,1,400.0,9.174,3.67,20.55,1
2025-12-14 16:43:00.156289,1,400.0,17.606,7.042,20.55,1
2025-12-14 16:43:01.174246,1,400.0,24.231,9.692,20.55,1
2025-12-14 16:43:02.187750,1,400.0,17.48,6.992,20.56,1
2025-12-14 16:43:03.197749,1,400.0,8.941,3.576,20.56,1
2025-12-14 16:43:04.222055,1,400.0,17.411,6.964,20.56,1
2025-12-14 16:43:05.243987,1,400.0,24.358,9.743,20.57,1
2025-12-14 16:43:06.264392,1,400.0,16.788,6.715,20.57,1
2025-12-14 16:43:07.285118,1,400.0,9.993,3.997,20.57,1
2025-12-14 16:43:08.312026,1,400.0,16.746,6.698,20.57,1
2025-12-14 16:43:09.329937,1,400.0,24.695,9.878,20.58,1
2025-12-14 16:43:10.359712,1,400.0,18.038,7.215,20.58,1
2025-12-14 16:43:11.372173,1,400.0,8.949,3.58,20.58,1
2025-12-14 16:43:12.387971,1,400.0,16.877,6.751,20.59,1
2025-12-14 16:43:13.406348,1,400.0,23.871,9.549,20.59,1
2025-12-14 16:43:14.437587,1,400.0,17.184,6.873,20.59,1
2025-12-14 16:43:15.450867,1,400.0,9.281,3.712,20.6,1
2025-12-14 16:43:16.465574,1,400.0,16.873,6.749,20.6,1
2025-12-14 16:43:17.486005,1,400.0,24.669,9.867,20.6,1
2025-12-14 16:43:18.501824,1,400.0,16.714,6.686,20.61,1
2025-12-14 16:43:19.516205,1,400.0,10.137,4.055,20.61,1
2025-12-14 16:43:20.526243,1,400.0,16.454,6.581,20.61,1
2025-12-14 16:43:21.546006,1,400.0,25.671,10.269,20.62,1
2025-12-14 16:43:22.563287,1,400.0,17.367,6.947,20.62,1
2025-12-14 16:43:23.580487,1,400.0,9.379,3.752,20.62,1
2025-12-14 16:43:24.608649,1,400.0,16.96,6.784,20.62,1
2025-12-14 16:43:25.626575,1,400.0,24.048,9.619,20.63,1
2025-12-14 16:43:26.655885,1,400.0,16.662,6.665,20.63,1
2025-12-14 16:43:27.672159,1,400.0,8.944,3.577,20.63,1
2025-12-14 16:43:28.697239,1,400.0,18.061,7.225,20.64,1
2025-12-14 16:43:29.714544,1,400.0,25.465,10.186,20.64,1
2025-12-14 16:43:30.736825,1,400.0,17.754,7.102,20.65,1
2025-12-14 16:43:31.760067,1,400.0,8.785,3.514,20.65,1
2025-12-14 16:43:32.772916,1,400.0,16.397,6.559,20.65,1
2025-12-14 16:43:33.796299,1,400.0,25.639,10.256,20.65,1
2025-12-14 16:43:34.816525,1,400.0,17.238,6.895,20.66,1
2025-12-14 16:43:35.843596,1,400.0,10.402,4.161,20.66,1
2025-12-14 16:43:36.858432,1,400.0,18.088,7.235,20.66,1
2025-12-14 16:43:37.883342,1,400.0,25.607,10.243,20.67,1
2025-12-14 16:43:38.907644,1,400.0,16.83,6.732,20.67,1
2025-12-14 16:43:39.933014,1,400.0,10.076,4.03,20.67,1
2025-12-14 16:43:40.946083,1,400.0,17.275,6.91,20.68,1
2025-12-14 16:43:41.963856,1,400.0,24.705,9.882,20.68,1
2025-12-14 16:43:42.979241,1,400.0,18.072,7.229,20.68,1
2025-12-14 16:43:43.998995,1,400.0,10.315,4.126,20.69,1
2025-12-14 16:43:45.010017,1,400.0,17.429,6.971,20.69,1
2025-12-14 16:43:46.032659,1,400.0,25.368,10.147,20.69,1
2025-12-14 16:43:47.043263,1,400.0,17.537,7.015,20.7,1
2025-12-14 16:43:48.062444,1,400.0,9.605,3.842,20.7,1
2025-12-14 16:43:49.081400,1,400.0,16.805,6.722,20.7,1
2025-12-14 16:43:50.095369,1,400.0,24.064,9.626,20.71,1
2025-12-14 16:43:51.109681,1,400.0,17.025,6.81,20.71,1
2025-12-14 16:43:52.121285,1,400.0,9.84,3.936,20.71,1
2025-12-14 16:43:53.140368,1,400.0,16.685,6.674,20.71,1
2025-12-14 16:43:54.155201,1,400.0,24.424,9.77,20.72,1
2025-12-14 16:43:55.168406,1,400.0,17.409,6.963,20.72,1
2025-12-14 16:43:56.183193,1,400.0,9.576,3.83,20.72,1
2025-12-14 16:43:57.200309,1,400.0,18.18,7.272,20.73,1
2025-12-14 16:43:58.213847,1,400.0,23.886,9.554,20.73,1
2025-12-14 16:43:59.240672,1,400.0,17.845,7.138,20.74,1
2025-12-14 16:44:00.268005,1,400.0,9.174,3.67,20.74,1
2025-12-14 16:44:01.291547,1,400.0,17.845,7.138,20.74,1
2025-12-14 16:44:02.306619,1,400.0,25.448,10.179,20.74,1
2025-12-14 16:44:03.328424,1,400.0,17.926,7.17,20.75,1
2025-12-14 16:44:04.345174,1,400.0,10.037,4.015,20.75,1
2025-12-14 16:44:05.368411,1,400.0,16.916,6.766,20.75,1
2025-12-14 16:44:06.386439,1,400.0,24.448,9.779,20.76,1
2025-12-14 16:44:07.401072,1,400.0,16.618,6.647,20.76,1
2025-12-14 16:44:08.437308,1,400.0,9.081,3.632,20.76,1
2025-12-14 16:44:09.446203,1,400.0,18.013,7.205,20.77,1
2025-12-14 16:44:10.463489,1,400.0,25.393,10.157,20.77,1
2025-12-14 16:44:11.477063,1,400.0,17.744,7.098,20.77,1
2025-12-14 16:44:12.499373,1,400.0,10.0,4.0,20.78,1
2025-12-14 16:44:13.512392,1,400.0,17.137,6.855,20.78,1
2025-12-14 16:44:14.542803,1,400.0,24.456,9.782,20.78,1
2025-12-14 16:44:15.558176,1,400.0,16.778,6.711,20.79,1
2025-12-14 16:44:16.585305,1,400.0,8.942,3.577,20.79,1
2025-12-14 16:44:17.607506,1,400.0,16.557,6.623,20.79,1
2025-12-14 16:44:18.618313,1,400.0,24.38,9.752,20.8,1
2025-12-14 16:44:19.641985,1,400.0,17.489,6.996,20.8,1
2025-12-14 16:44:20.656162,1,400.0,10.115,4.046,20.8,1
2025-12-14 16:44:21.671798,1,400.0,16.838,6.735,20.8,1
2025-12-14 16:44:22.687671,1,400.0,23.78,9.512,20.81,1
2025-12-14 16:44:23.718154,1,400.0,17.7,7.08,20.81,1
2025-12-14 16:44:24.733899,1,400.0,9.799,3.92,20.81,1
2025-12-14 16:44:25.752778,1,400.0,17.218,6.887,20.82,1
2025-12-14 16:44:26.780718,1,400.0,25.391,10.156,20.82,1
2025-12-14 16:44:27.797248,1,400.0,16.62,6.648,20.82,1
2025-12-14 16:44:28.813158,1,400.0,10.341,4.136,20.83,1
2025-12-14 16:44:29.832685,1,400.0,17.554,7.022,20.83,1
2025-12-14 16:44:30.857929,1,400.0,24.529,9.812,20.83,1
2025-12-14 16:44:31.875676,1,400.0,17.125,6.85,20.84,1
2025-12-14 16:44:32.889400,1,400.0,9.526,3.811,20.84,1
2025-12-14 16:44:33.905321,1,400.0,16.42,6.568,20.84,1
2025-12-14 16:44:34.922011,1,400.0,24.07,9.628,20.85,1
2025-12-14 16:44:35.947169,1,400.0,17.55,7.02,20.85,1
2025-12-14 16:44:36.963384,1,400.0,10.603,4.241,20.85,1
2025-12-14 16:44:37.983146,1,400.0,17.856,7.142,20.85,1
2025-12-14 16:44:39.013109,1,400.0,24.561,9.825,20.86,1
2025-12-14 16:44:40.029854,1,400.0,16.3,6.52,20.86,1
2025-12-14 16:44:41.043077,1,400.0,9.071,3.628,20.86,1
2025-12-14 16:44:42.063718,1,400.0,17.571,7.029,20.87,1
2025-12-14 16:44:43.087569,1,400.0,25.575,10.23,20.87,1
2025-12-14 16:44:44.102449,1,400.0,16.313,6.525,20.88,1
2025-12-14 16:44:45.126522,1,400.0,9.603,3.841,20.88,1
2025-12-14 16:44:46.135939,1,400.0,17.823,7.129,20.88,1
2025-12-14 16:44:47.156990,1,400.0,23.837,9.535,20.88,1
2025-12-14 16:44:48.172473,1,400.0,17.15,6.86,20.89,1
2025-12-14 16:44:49.187162,1,400.0,9.878,3.951,20.89,1
2025-12-14 16:44:50.202637,1,400.0,16.671,6.668,20.89,1
2025-12-14 16:44:51.233173,1,400.0,24.232,9.693,20.9,1
2025-12-14 16:44:52.251535,1,400.0,16.955,6.782,20.9,1
2025-12-14 16:44:53.261724,1,400.0,9.74,3.896,20.9,1
2025-12-14 16:44:54.279890,1,400.0,17.554,7.022,20.91,1
2025-12-14 16:44:55.300455,1,400.0,25.137,10.055,20.91,1
2025-12-14 16:44:56.317703,1,400.0,16.435,6.574,20.91,1
2025-12-14 16:44:57.338278,1,400.0,8.811,3.524,20.91,1
2025-12-14 16:44:58.358779,1,400.0,16.336,6.534,20.92,1
2025-12-14 16:44:59.375276,1,400.0,23.918,9.567,20.92,1
2025-12-14 16:45:00.390741,1,400.0,16.766,6.706,20.93,1
2025-12-14 16:45:01.407298,1,400.0,9.555,3.822,20.93,1
2025-12-14 16:45:02.425876,1,400.0,16.878,6.751,20.93,1
2025-12-14 16:45:03.454473,1,400.0,24.4,9.76,20.93,1
2025-12-14 16:45:04.471900,1,400.0,18.008,7.203,20.94,1
2025-12-14 16:45:05.500047,1,400.0,9.405,3.762,20.94,1
2025-12-14 16:45:06.508111,1,400.0,16.858,6.743,20.94,1
2025-12-14 16:45:07.527448,1,400.0,25.731,10.292,20.95,1
2025-12-14 16:45:08.544467,1,400.0,16.84,6.736,20.95,1
2025-12-14 16:45:09.561068,1,400.0,10.163,4.065,20.95,1
2025-12-14 16:45:10.573899,1,400.0,16.717,6.687,20.96,1
2025-12-14 16:34:20.675819,1,400.0,17.79,7.116,20.0,0
2025-12-14 16:34:21.705171,1,400.0,16.903,6.761,20.01,0
2025-12-14 16:34:22.734404,1,400.0,17.288,6.915,20.01,0
2025-12-14 16:34:23.751224,1,400.0,18.013,7.205,20.01,0
2025-12-14 16:34:24.779562,1,400.0,17.201,6.88,20.02,0
2025-12-14 16:34:25.809174,1,400.0,18.122,7.249,20.02,0
2025-12-14 16:34:26.823382,1,400.0,17.72,7.088,20.02,0
2025-12-14 16:34:27.838349,1,400.0,18.055,7.222,20.03,0
2025-12-14 16:34:28.856231,1,400.0,17.662,7.065,20.03,0
2025-12-14 16:34:29.875825,1,400.0,16.843,6.737,20.03,0
2025-12-14 16:34:30.892284,1,400.0,17.347,6.939,20.04,0
2025-12-14 16:34:31.905189,1,400.0,17.201,6.88,20.04,0
2025-12-14 16:34:32.916456,1,400.0,16.877,6.751,20.04,0
2025-12-14 16:34:33.932088,1,400.0,18.174,7.27,20.05,0
2025-12-14 16:34:34.953942,1,400.0,17.039,6.816,20.05,0
2025-12-14 16:34:35.969970,1,400.0,17.587,7.035,20.05,0
2025-12-14 16:34:36.995297,1,400.0,17.525,7.01,20.06,0
2025-12-14 16:34:38.017781,1,400.0,17.135,6.854,20.06,0
2025-12-14 16:34:39.035516,1,400.0,16.871,6.748,20.06,0
2025-12-14 16:34:40.052133,1,400.0,17.382,6.953,20.06,0
2025-12-14 16:34:41.074696,1,400.0,17.564,7.026,20.07,0
2025-12-14 16:34:42.091327,1,400.0,17.441,6.976,20.07,0
2025-12-14 16:34:43.111169,1,400.0,17.359,6.944,20.07,0
2025-12-14 16:34:44.141055,1,400.0,16.961,6.784,20.08,0
2025-12-14 16:34:45.170937,1,400.0,17.511,7.005,20.08,0
2025-12-14 16:34:46.189102,1,400.0,18.086,7.234,20.08,0
2025-12-14 16:34:47.203551,1,400.0,17.192,6.877,20.09,0
2025-12-14 16:34:48.222834,1,400.0,17.048,6.819,20.09,0
2025-12-14 16:34:49.254014,1,400.0,16.83,6.732,20.09,0
2025-12-14 16:34:50.281840,1,400.0,17.451,6.981,20.1,0
2025-12-14 16:34:51.300457,1,400.0,17.2,6.88,20.1,0
2025-12-14 16:34:52.328863,1,400.0,16.905,6.762,20.1,0
2025-12-14 16:34:53.349353,1,400.0,17.587,7.035,20.11,0
2025-12-14 16:34:54.367609,1,400.0,16.959,6.784,20.11,0
2025-12-14 16:34:55.389825,1,400.0,17.806,7.122,20.11,0
2025-12-14 16:34:56.406566,1,400.0,18.114,7.245,20.12,0
2025-12-14 16:34:57.426875,1,400.0,16.925,6.77,20.12,0
2025-12-14 16:34:58.446555,1,400.0,18.092,7.237,20.12,0
2025-12-14 16:34:59.531323,1,400.0,17.184,6.873,20.13,0
2025-12-14 16:35:00.548195,1,400.0,18.068,7.227,20.13,0
2025-12-14 16:35:01.565352,1,400.0,18.118,7.247,20.13,0
2025-12-14 16:35:02.582225,1,400.0,18.101,7.24,20.14,0
2025-12-14 16:35:03.597684,1,400.0,16.878,6.751,20.14,0
2025-12-14 16:35:04.616584,1,400.0,17.497,6.999,20.14,0
2025-12-14 16:35:05.631545,1,400.0,17.751,7.1,20.15,0
2025-12-14 16:35:06.646767,1,400.0,17.444,6.978,20.15,0
2025-12-14 16:35:07.665280,1,400.0,17.09,6.836,20.15,0
2025-12-14 16:35:08.686654,1,400.0,17.827,7.131,20.16,0
2025-12-14 16:35:09.701163,1,400.0,18.186,7.274,20.16,0
2025-12-14 16:35:10.715318,1,400.0,17.592,7.037,20.16,0
2025-12-14 16:35:11.729127,1,400.0,18.231,7.292,20.17,0
2025-12-14 16:35:12.747061,1,400.0,17.704,7.082,20.17,0
2025-12-14 16:35:13.766988,1,400.0,17.784,7.113,20.17,0
2025-12-14 16:35:14.780218,1,400.0,16.798,6.719,20.17,0
2025-12-14 16:35:15.800657,1,400.0,17.586,7.034,20.18,0
2025-12-14 16:35:16.812975,1,400.0,17.371,6.949,20.18,0
2025-12-14 16:35:17.823498,1,400.0,16.969,6.787,20.18,0
2025-12-14 16:35:18.838729,1,400.0,18.149,7.259,20.19,0
2025-12-14 16:35:19.850598,1,400.0,17.885,7.154,20.19,0
2025-12-14 16:35:20.874440,1,400.0,17.849,7.14,20.19,0
2025-12-14 16:35:21.888111,1,400.0,17.882,7.153,20.2,0
2025-12-14 16:35:22.913163,1,400.0,17.264,6.906,20.2,0
2025-12-14 16:35:23.920711,1,400.0,17.62,7.048,20.2,0
2025-12-14 16:35:24.931901,1,400.0,17.684,7.074,20.21,0
2025-12-14 16:35:25.949845,1,400.0,17.621,7.048,20.21,0
2025-12-14 16:35:26.961967,1,400.0,17.44,6.976,20.21,0
2025-12-14 16:35:27.984719,1,400.0,17.937,7.175,20.22,0
2025-12-14 16:35:29.000664,1,400.0,18.099,7.24,20.22,0
2025-12-14 16:35:30.031074,1,400.0,18.178,7.271,20.22,0
2025-12-14 16:35:31.047284,1,400.0,17.701,7.08,20.23,0
2025-12-14 16:35:32.065349,1,400.0,17.596,7.038,20.23,0
2025-12-14 16:35:33.087956,1,400.0,18.235,7.294,20.23,0
2025-12-14 16:35:34.109174,1,400.0,17.908,7.163,20.24,0
2025-12-14 16:35:35.125201,1,400.0,18.085,7.234,20.24,0
2025-12-14 16:35:36.139651,1,400.0,16.798,6.719,20.24,0
2025-12-14 16:35:37.151557,1,400.0,17.993,7.197,20.25,0
2025-12-14 16:35:38.186642,1,400.0,16.838,6.735,20.25,0
2025-12-14 16:35:39.198300,1,400.0,16.831,6.733,20.25,0
2025-12-14 16:35:40.220526,1,400.0,17.65,7.06,20.26,0
2025-12-14 16:35:41.248947,1,400.0,17.087,6.835,20.26,0
2025-12-14 16:35:42.265836,1,400.0,16.828,6.731,20.26,0
2025-12-14 16:35:43.284448,1,400.0,17.4,6.96,20.27,0
2025-12-14 16:35:44.312188,1,400.0,17.252,6.901,20.27,0
2025-12-14 16:35:45.330518,1,400.0,16.985,6.794,20.27,0
2025-12-14 16:35:46.375538,1,400.0,16.976,6.79,20.28,0
2025-12-14 16:35:47.390730,1,400.0,17.158,6.863,20.28,0
